Fecha,Equipo_Local,Equipo_Visitante,Goles_Local,Goles_Visitante,Peso_Local,avg_Córneres_5_Local,avg_Tarjetas_amarillas_5_Local,avg_Faltas_5_Local,avg_Paradas_5_Local,avg_Pases_Pct_5_Local,avg_Pases_Exitosos_5_Local,Peso_Visitante,Resultado_1X2,avg_Pases_Pct_total_Visitante,avg_Remates_a_puerta_5_Visitante,avg_Córneres_5_Visitante,avg_Tarjetas_amarillas_5_Visitante,avg_Faltas_5_Visitante,avg_Paradas_5_Visitante,avg_Pases_Exitosos_5_Visitante,diff_avg_Remates_a_puerta_5,diff_avg_Córneres_5,diff_avg_Tarjetas_amarillas_5,diff_avg_Faltas_5,diff_avg_Paradas_5,diff_avg_Pases_Pct_5,diff_avg_Ptos_5,diff_Puntos,Prob_Implicita_ELO,diff_Tier
2021-09-01,Dinamarca,Escocia,2.0,0.0,1.0,6.0,1.0,11.0,0.0,0.86,431.0,1.0,1,0.8466666666666667,4.333333333333333,3.6666666666666665,2.0,12.666666666666666,2.3333333333333335,451.3333333333333,0.666666666666667,2.3333333333333335,-1.0,-1.666666666666666,-2.3333333333333335,0.013333333333333308,1.3333333333333333,178.0,0.7358774441014764,-2
2021-09-01,Francia,Bosnia-Herzegovina,1.0,1.0,1.0,9.666666666666666,1.6666666666666667,14.666666666666666,0.6666666666666666,0.89,621.3333333333334,1.0,X,0.855,5.0,5.5,1.5,11.5,3.0,434.0,-0.666666666666667,4.166666666666666,0.16666666666666674,3.166666666666666,-2.3333333333333335,0.03500000000000003,1.8333333333333335,345.0,0.8793171534540078,-3
2021-09-01,Egipto,Angola,1.0,0.0,0.6,,,,,,,0.6100000000000001,1,,,,,,,,,,,,,,,298.0,0.8475387239958501,0
2021-09-01,Moldavia,Austria,0.0,2.0,0.905,,,,,,,1.0,2,0.86,4.333333333333333,4.333333333333333,1.3333333333333333,12.666666666666666,2.0,499.3333333333333,,,,,,,,-581.0,0.034075571596872786,1
2021-09-01,Senegal,Togo,2.0,0.0,0.6,,,,,,,0.6950000000000001,1,,,,,,,,,,,,,,,443.0,0.92758110507346,-1
2021-09-01,Turquía,Montenegro,2.0,2.0,1.0,4.666666666666667,3.0,15.666666666666666,3.0,0.84,389.0,0.9199999999999999,X,0.77,4.0,2.0,0.0,13.0,0.0,301.0,1.333333333333333,2.666666666666667,3.0,2.666666666666666,3.0,0.06999999999999995,2.3333333333333335,117.0,0.6622877974308888,0
2021-09-01,Rusia,Croacia,0.0,0.0,0.9299999999999999,,,,,,,1.0,X,0.8433333333333334,4.333333333333333,5.666666666666667,3.3333333333333335,12.666666666666666,1.3333333333333333,576.3333333333334,,,,,,,,-156.0,0.2894599876301622,2
2021-09-01,Portugal,Irlanda,2.0,1.0,1.0,7.666666666666667,2.3333333333333335,11.333333333333334,1.3333333333333333,0.8666666666666667,518.6666666666666,0.9949999999999999,1,,,,,,,,,,,,,,,206.0,0.7659946707664889,-2
2021-09-01,Noruega,Países Bajos,1.0,1.0,1.0,8.333333333333334,1.6666666666666667,14.666666666666666,1.3333333333333333,0.87,568.0,1.0,X,0.8966666666666666,11.333333333333334,12.0,1.6666666666666667,9.0,1.0,623.0,-6.333333333333334,-3.666666666666666,0.0,5.666666666666666,0.33333333333333326,-0.026666666666666616,0.0,-159.0,0.2859210974146497,2
2021-09-02,Liechtenstein,Alemania,0.0,2.0,0.86,,,,,,,1.0,2,0.9033333333333333,5.333333333333333,3.6666666666666665,2.3333333333333335,11.0,1.6666666666666667,753.3333333333334,,,,,,,,-686.0,0.018910739908896634,2
2021-09-02,Estonia,Bélgica,2.0,5.0,0.9550000000000001,0.0,2.1,10.0,2.0,0.62,144.0,1.0,2,0.8700000000000001,7.666666666666667,4.666666666666667,1.2,10.666666666666666,1.3333333333333333,642.0,-4.666666666666667,-4.666666666666667,0.9000000000000001,-0.6666666666666661,0.6666666666666667,-0.2500000000000001,-2.3333333333333335,-600.0,0.030653430031715508,3
2021-09-02,Marruecos,Sudán,2.0,0.0,0.6,,,,,,,0.6000000000000001,1,,,,,,,,,,,,,,,357.0,0.8864576236639505,0
2021-09-02,Argelia,Yibuti,8.0,0.0,0.6,,,,,,,0.72,1,,,,,,,,,,,,,,,569.0,0.9635761343868098,0
2021-09-02,Bolivia,Colombia,1.0,1.0,0.8549999999999999,,,,,,,0.95,X,0.0,4.5,6.5,4.0,22.5,4.0,0.0,,,,,,,,-294.0,0.15546047176996494,2
2021-09-02,Ecuador,Paraguay,2.0,0.0,0.95,5.5,3.0,13.0,3.0,0.0,0.0,0.95,1,0.0,3.5,5.0,2.5,15.0,2.0,0.0,-1.0,0.5,0.5,-2.0,1.0,0.0,-0.5,-67.0,0.4047569603484281,0
2021-09-02,Hungría,Inglaterra,0.0,4.0,0.8,,,,,,,1.0,2,0.9166666666666666,7.666666666666667,6.333333333333333,1.0,10.333333333333334,0.0,711.0,,,,,,,,-210.0,0.22990332333901797,2
2021-09-02,República Checa,Bielorrusia,1.0,0.0,1.0,6.0,1.6333333333333335,13.666666666666666,2.0,0.7999999999999999,417.3333333333333,0.885,1,0.79,0.0,1.0,1.0,8.0,7.0,273.0,5.333333333333333,5.0,0.6333333333333335,5.666666666666666,-5.0,0.009999999999999898,1.3333333333333333,187.0,0.7458232083504994,0
2021-09-02,Suecia,España,2.0,1.0,1.0,4.0,2.0,15.5,1.5,0.825,411.0,1.0,1,0.9166666666666666,5.333333333333333,6.0,1.0,10.666666666666666,0.3333333333333333,836.0,1.666666666666667,-2.0,1.0,4.833333333333334,1.1666666666666667,-0.09166666666666667,0.6666666666666665,-87.0,0.3773498042127379,1
2021-09-02,Arabia Saudí,Vietnam,3.0,1.0,0.7,5.5,2.25,5.75,2.0,0.215,124.45,0.72,1,,,,,,,,,,,,,,,95.0,0.6334077000711676,0
2021-09-02,Irán,Siria,1.0,0.0,0.7,6.333333333333333,2.0,8.700000000000001,1.0,0.8526666666666668,458.0333333333333,0.72,1,,,,,,,,,,,,,,,183.0,0.7414335229692995,0
2021-09-02,Corea del Sur,Irak,0.0,0.0,0.7,10.0,0.8666666666666667,13.0,0.0,0.297,176.20000000000002,0.7,X,0.8445,2.0,9.0,2.0,10.8,1.5,431.35,8.333333333333334,1.0,-1.1333333333333333,2.1999999999999993,-1.5,-0.5475000000000001,1.5,117.0,0.6622877974308888,0
2021-09-02,Australia,China,3.0,0.0,0.7,8.0,1.2,12.25,0.75,0.21799999999999997,129.05,0.7,1,,,,,,,,,,,,,,,134.0,0.6838163141936586,0
2021-09-02,Japón,Omán,0.0,1.0,0.7,8.75,1.125,13.625,0.75,0.44,283.575,0.725,2,0.0,0.0,5.0,0.0,8.0,0.0,0.0,14.0,3.75,1.125,5.625,0.75,0.44,3.0,199.0,0.7586946201468556,-1
2021-09-03,Venezuela,Argentina,1.0,3.0,0.885,4.0,3.0,10.0,3.0,0.0,0.0,0.95,2,0.0,7.5,3.5,3.0,17.5,1.5,0.0,-3.5,0.5,0.0,-7.5,1.5,0.0,0.0,-141.0,0.3075366074204823,1
2021-09-03,Ghana,Etiopía,1.0,0.0,0.6,,,,,,,0.6000000000000001,1,,,,,,,,,,,,,,,358.0,0.8870357268841216,0
2021-09-03,Mozambique,Costa de Marfil,0.0,0.0,0.7100000000000002,,,,,,,0.6,X,,,,,,,,,,,,,,,-171.0,0.2720284864558038,0
2021-09-03,El Salvador,EE. UU.,0.0,0.0,0.715,,,,,,,0.75,X,,,,,,,,,,,,,,,-204.0,0.23607530085516135,1
2021-09-03,Zimbabue,Sudáfrica,0.0,0.0,0.6550000000000001,,,,,,,0.6,X,,,,,,,,,,,,,,,-165.0,0.2789217568024399,0
2021-09-03,Perú,Uruguay,1.0,1.0,0.99,2.5,4.0,15.0,2.5,0.0,0.0,0.95,X,0.0,2.5,4.0,2.0,15.0,4.0,0.0,0.0,-1.5,2.0,0.0,-1.5,0.0,0.5,-127.0,0.3249597989597013,1
2021-09-03,Canadá,Honduras,1.0,1.0,0.75,2.0,1.0,10.9,2.0,0.85,442.1,0.685,X,,,,,,,,,,,,,,,-35.0,0.449800646746463,0
2021-09-03,Panamá,Costa Rica,0.0,0.0,0.75,8.0,0.0,12.0,1.0,0.8150000000000001,373.1,0.6649999999999998,X,,,,,,,,,,,,,,,-115.0,0.34029200585525193,0
2021-09-03,México,Jamaica,2.0,1.0,0.75,,,,,,,0.6749999999999999,1,,,,,,,,,,,,,,,195.0,0.7544540419421866,-2
2021-09-03,Chile,Brasil,0.0,1.0,0.95,4.0,2.0,15.0,6.0,0.0,0.0,0.95,2,0.0,5.5,4.5,2.0,11.0,1.5,0.0,-4.5,-0.5,0.0,4.0,4.5,0.0,-2.0,-176.0,0.2663662975861926,2
2021-09-04,Escocia,Moldavia,1.0,0.0,1.0,4.0,2.15,12.5,2.5,0.8475,429.25,0.825,1,0.66,1.0,2.0,2.0,13.0,2.0,187.0,2.75,2.0,0.1499999999999999,-0.5,0.5,0.1875,1.25,486.0,0.9425482089233579,0
2021-09-04,Letonia,Noruega,0.0,2.0,0.825,1.5,2.5,13.0,5.5,0.71,217.0,1.0,2,0.835,4.25,7.0,2.0,14.0,2.0,488.0,-1.75,-5.5,0.5,-1.0,3.5,-0.125,-1.25,-368.0,0.10732333999384593,0
2021-09-04,Ucrania,Francia,1.0,1.0,0.9199999999999999,0.0,0.0,3.0,2.0,0.84,402.0,1.0,X,0.89,3.5,8.25,1.5,13.5,0.75,601.75,-2.5,-8.25,-1.5,-10.5,1.25,-0.050000000000000044,-1.0,-234.0,0.20635925681183112,2
2021-09-04,Países Bajos,Montenegro,4.0,0.0,1.0,10.0,1.75,9.5,1.0,0.89,608.5,0.875,1,0.785,4.0,2.5,2.0,13.5,1.5,283.0,5.75,7.5,-0.25,-4.0,-0.5,0.10499999999999998,1.25,239.0,0.7983147441549775,-2
2021-09-04,Israel,Austria,5.0,2.0,1.0,0.0,1.0,17.0,2.0,0.87,513.0,1.0,1,0.8574999999999999,4.25,4.0,1.0,10.75,1.75,522.75,-1.25,-4.0,0.0,6.25,0.25,0.012500000000000067,-0.75,-252.0,0.1899048413952433,1
2021-09-04,Gibraltar,Turquía,0.0,3.0,0.8800000000000001,2.0,2.5,14.0,9.5,0.55,90.5,1.0,2,0.85,5.25,4.0,3.25,16.0,2.75,407.5,-5.25,-2.0,-0.75,-2.0,6.75,-0.29999999999999993,-2.0,-599.0,0.030824939304314358,0
2021-09-04,Eslovaquia,Croacia,0.0,1.0,1.0,,,,,,,1.0,2,0.85,3.75,5.75,2.5,11.0,1.75,558.75,,,,,,,,-139.0,0.30999379271968613,2
2021-09-05,Alemania,Armenia,6.0,0.0,1.0,6.5,2.225,11.0,1.25,0.9025,742.0,0.9,1,,,,,,,,,,,,,,,377.0,0.8975401141287239,-2
2021-09-05,Ecuador,Chile,0.0,0.0,0.95,5.333333333333333,3.0,13.333333333333334,2.3333333333333335,0.27666666666666667,124.33333333333333,0.9299999999999999,X,0.42,2.0,3.0,3.0,17.0,4.5,242.5,0.3333333333333335,2.333333333333333,0.0,-3.666666666666666,-2.1666666666666665,-0.1433333333333333,0.5,-158.0,0.287097842594546,1
2021-09-05,Gabón,Egipto,1.0,1.0,0.7150000000000002,,,,,,,0.6,X,0.806,4.0,4.0,1.0,17.0,0.0,347.9,,,,,,,,-152.0,0.2942186402879975,0
2021-09-05,Bélgica,República Checa,3.0,0.0,1.0,5.75,1.4,9.75,1.25,0.88,645.75,1.0,1,0.81,5.75,7.5,1.475,12.5,2.0,438.5,2.25,-1.75,-0.07500000000000018,-2.75,-0.75,0.06999999999999995,0.75,324.0,0.8658895824550439,-3
2021-09-05,Suiza,Italia,0.0,0.0,1.0,10.5,0.5,13.5,1.5,0.85,543.5,0.9649999999999999,X,,,,,,,,,,,,,,,-32.0,0.4540780772195163,1
2021-09-05,España,Georgia,4.0,0.0,1.0,6.75,1.25,9.5,0.75,0.915,805.25,0.85,1,0.78,2.5,2.5,1.0,10.5,2.0,283.5,2.5,4.25,0.25,-1.0,-1.25,0.135,1.75,378.0,0.8980682790110263,-2
